Country,Year,Hydro (%  of energy used)
Latvia,2004,18.705
Latvia,2005,19.297
Latvia,2006,16.369
Latvia,2007,15.978
Latvia,2008,17.966
Latvia,2009,20.986
Latvia,2010,18.717
Latvia,2011,17.092
Latvia,2012,21.125
Latvia,2013,17.161
Latvia,2014,12.697
Latvia,2015,11.557
Latvia,2016,14.622
Latvia,2017,23.019
Latvia,2018,13.956
Latvia,2019,11.874
Latvia,2020,15.939
Lithuania,1985,0.607
Lithuania,1986,0.643
Lithuania,1987,0.578
Lithuania,1988,0.585
Lithuania,1989,0.541
Lithuania,1990,0.573
Lithuania,1991,0.442
Lithuania,1992,0.666
Lithuania,1993,1.076
Lithuania,1994,1.432
Lithuania,1995,1.059
Lithuania,1996,0.851
Lithuania,1997,0.835
Lithuania,1998,1.1
Lithuania,1999,1.313
Lithuania,2000,1.217
Lithuania,2001,0.992
Lithuania,2002,1.004
Lithuania,2003,0.876
Lithuania,2004,1.116
Lithuania,2005,1.306
Lithuania,2006,1.193
Lithuania,2007,1.148
Lithuania,2008,1.1
Lithuania,2009,1.258
Lithuania,2010,2.149
Lithuania,2011,1.829
Lithuania,2012,1.594
Lithuania,2013,2.12
Lithuania,2014,1.67
Lithuania,2015,1.395
Lithuania,2016,1.77
Lithuania,2017,2.213
Lithuania,2018,1.606
Lithuania,2019,1.231
Lithuania,2020,1.072
Luxembourg,1965,0.574
Luxembourg,1966,0.539
Luxembourg,1967,0.618
Luxembourg,1968,0.584
Luxembourg,1969,0.472
Luxembourg,1970,0.502
Luxembourg,1971,0.295
Luxembourg,1972,0.338
Luxembourg,1973,0.281
Luxembourg,1974,0.409
Luxembourg,1975,0.426
Luxembourg,1976,0.268
Luxembourg,1977,0.553
Luxembourg,1978,0.506
Luxembourg,1979,0.537
Luxembourg,1980,0.615
Luxembourg,1981,0.769
Luxembourg,1982,0.729
Luxembourg,1983,0.769
Luxembourg,1984,0.759
Luxembourg,1985,0.599
Luxembourg,1986,0.758
Luxembourg,1987,0.933
Luxembourg,1988,0.836
Luxembourg,1989,0.555
Luxembourg,1990,0.524
Luxembourg,1991,0.585
Luxembourg,1992,0.486
Luxembourg,1993,0.459
Luxembourg,1994,0.613
Luxembourg,1995,0.721
Luxembourg,1996,0.478
Luxembourg,1997,0.675
Luxembourg,1998,0.969
Luxembourg,1999,0.678
Luxembourg,2000,0.923
Luxembourg,2001,0.818
Luxembourg,2002,0.628
Luxembourg,2003,0.474
Luxembourg,2004,0.545
Luxembourg,2005,0.476
Luxembourg,2006,0.577
Luxembourg,2007,0.619
Luxembourg,2008,0.702
Luxembourg,2009,0.584
Luxembourg,2010,0.561
Luxembourg,2011,0.335
Luxembourg,2012,0.529
Luxembourg,2013,0.669
Luxembourg,2014,0.621
Luxembourg,2015,0.585
Luxembourg,2016,0.686
Luxembourg,2017,0.485
Luxembourg,2018,0.499
Luxembourg,2019,0.564
Luxembourg,2020,0.579
Malaysia,1965,5.638
Malaysia,1966,5.695
Malaysia,1967,5.903
Malaysia,1968,6.422
Malaysia,1969,7.732
Malaysia,1970,8.245
Malaysia,1971,6.513
Malaysia,1972,6.352
Malaysia,1973,5.673
Malaysia,1974,5.075
Malaysia,1975,4.882
Malaysia,1976,4.145
Malaysia,1977,3.026
Malaysia,1978,2.593
Malaysia,1979,2.589
Malaysia,1980,3.071
Malaysia,1981,3.319
Malaysia,1982,2.963
Malaysia,1983,3.002
Malaysia,1984,5.51
Malaysia,1985,6.017
Malaysia,1986,5.869
Malaysia,1987,6.857
Malaysia,1988,7.453
Malaysia,1989,6.169
Malaysia,1990,4.346
Malaysia,1991,3.966
Malaysia,1992,3.534
Malaysia,1993,3.837
Malaysia,1994,4.695
Malaysia,1995,4.32
Malaysia,1996,3.226
Malaysia,1997,2.232
Malaysia,1998,2.564
Malaysia,1999,3.838
Malaysia,2000,3.186
Malaysia,2001,2.726
Malaysia,2002,2.261
Malaysia,2003,1.942
Malaysia,2004,1.982
Malaysia,2005,1.989
Malaysia,2006,2.003
Malaysia,2007,1.758
Malaysia,2008,2.211
Malaysia,2009,2.001
Malaysia,2010,1.782
Malaysia,2011,2.165
Malaysia,2012,2.301
Malaysia,2013,2.786
Malaysia,2014,3.113
Malaysia,2015,3.173
Malaysia,2016,4.309
Malaysia,2017,5.66
Malaysia,2018,5.443
Malaysia,2019,5.184
Malaysia,2020,4.385
Mexico,1965,8.439
Mexico,1966,9.102
Mexico,1967,9.728
Mexico,1968,10.253
Mexico,1969,9.903
Mexico,1970,10.385
Mexico,1971,9.587
Mexico,1972,9.242
Mexico,1973,9.031
Mexico,1974,8.368
Mexico,1975,7.114
Mexico,1976,7.599
Mexico,1977,8.014
Mexico,1978,6.01
Mexico,1979,6.036
Mexico,1980,5.2
Mexico,1981,6.855
Mexico,1982,6.122
Mexico,1983,5.598
Mexico,1984,6.09
Mexico,1985,6.993
Mexico,1986,5.395
Mexico,1987,4.727
Mexico,1988,5.315
Mexico,1989,5.845
Mexico,1990,5.364
Mexico,1991,4.772
Mexico,1992,5.559
Mexico,1993,5.498
Mexico,1994,3.954
Mexico,1995,5.469
Mexico,1996,6.02
Mexico,1997,4.979
Mexico,1998,4.447
Mexico,1999,5.842
Mexico,2000,5.64
Mexico,2001,4.877
Mexico,2002,4.105
Mexico,2003,3.23
Mexico,2004,3.862
Mexico,2005,3.969
Mexico,2006,4.201
Mexico,2007,3.729
Mexico,2008,5.208
Mexico,2009,3.554
Mexico,2010,4.772
Mexico,2011,4.418
Mexico,2012,3.84
Mexico,2013,3.338
Mexico,2014,4.629
Mexico,2015,3.659
Mexico,2016,3.569
Mexico,2017,3.629
Mexico,2018,3.706
Mexico,2019,2.786
Mexico,2020,3.681
Middle Africa,1965,29.578
Middle Africa,1966,29.855
Middle Africa,1967,28.174
Middle Africa,1968,28.325
Middle Africa,1969,29.318
Middle Africa,1970,31.19
Middle Africa,1971,28.963
Middle Africa,1972,28.554
Middle Africa,1973,27.744
Middle Africa,1974,26.316
Middle Africa,1975,30.742
Middle Africa,1976,29.953
Middle Africa,1977,29.147
Middle Africa,1978,26.322
Middle Africa,1979,26.502
Middle Africa,1980,26.914
Middle Africa,1981,26.874
Middle Africa,1982,28.909
Middle Africa,1983,27.562
Middle Africa,1984,30.322
Middle Africa,1985,30.687
Middle Africa,1986,31.889
Middle Africa,1987,31.212
Middle Africa,1988,30.155
Middle Africa,1989,34.144
Middle Africa,1990,33.155
Middle Africa,1991,34.277
Middle Africa,1992,36.268
Middle Africa,1993,34.264
Middle Africa,1994,33.655
Middle Africa,1995,36.386
Middle Africa,1996,36.411
Middle Africa,1997,34.106
Middle Africa,1998,34.664
Middle Africa,1999,34.526
Middle Africa,2000,34.754
Middle Africa,2001,34.103
Middle Africa,2002,32.877
Middle Africa,2003,31.606
Middle Africa,2004,30.087
Middle Africa,2005,31.919
Middle Africa,2006,30.652
Middle Africa,2007,28.411
Middle Africa,2008,27.324
Middle Africa,2009,25.707
Middle Africa,2010,23.565
Middle Africa,2011,22.761
Middle Africa,2012,20.909
Middle Africa,2013,21.211
Middle Africa,2014,21.082
Middle Africa,2015,21.179
Middle Africa,2016,21.096
Middle Africa,2017,24.137
Middle Africa,2018,25.524
Middle Africa,2019,28.954
Middle Africa,2020,31.894
Middle East,1965,1.173
Middle East,1966,1.221
Middle East,1967,1.298
Middle East,1968,1.336
Middle East,1969,1.4
Middle East,1970,1.4
Middle East,1971,1.387
Middle East,1972,1.552
Middle East,1973,1.163
Middle East,1974,1.401
Middle East,1975,1.586
Middle East,1976,1.628
Middle East,1977,1.607
Middle East,1978,2.118
Middle East,1979,1.766
Middle East,1980,1.844
Middle East,1981,1.782
Middle East,1982,1.676
Middle East,1983,1.476
Middle East,1984,1.325
Middle East,1985,1.258
Middle East,1986,1.278
Middle East,1987,1.501
Middle East,1988,1.459
Middle East,1989,1.224
Middle East,1990,1.422
Middle East,1991,0.985
Middle East,1992,1.46
Middle East,1993,1.596
Middle East,1994,1.183
Middle East,1995,1.292
Middle East,1996,1.253
Middle East,1997,1.019
Middle East,1998,1.081
Middle East,1999,0.726
Middle East,2000,0.627
Middle East,2001,0.642
Middle East,2002,0.874
Middle East,2003,0.914
Middle East,2004,1.048
Middle East,2005,1.024
Middle East,2006,1.143
Middle East,2007,1.018
Middle East,2008,0.484
Middle East,2009,0.415
Middle East,2010,0.557
Middle East,2011,0.556
Middle East,2012,0.623
Middle East,2013,0.663
Middle East,2014,0.54
Middle East,2015,0.438
Middle East,2016,0.509
Middle East,2017,0.511
Middle East,2018,0.352
Middle East,2019,0.788
Middle East,2020,0.62
Morocco,1965,19.237
Morocco,1966,12.637
Morocco,1967,10.591
Morocco,1968,11.202
Morocco,1969,13.224
Morocco,1970,12.419
Morocco,1971,13.191
Morocco,1972,12.812
Morocco,1973,8.591
Morocco,1974,9.016
Morocco,1975,6.731
Morocco,1976,6.098
Morocco,1977,7.443
Morocco,1978,7.273
Morocco,1979,7.285
Morocco,1980,6.955
Morocco,1981,4.84
Morocco,1982,2.62
Morocco,1983,2.145
Morocco,1984,1.61
Morocco,1985,2.07
Morocco,1986,2.649
Morocco,1987,3.301
Morocco,1988,3.546
Morocco,1989,3.985
Morocco,1990,4.106
Morocco,1991,4.074
Morocco,1992,2.861
Morocco,1993,1.3
Morocco,1994,2.237
Morocco,1995,1.658
Morocco,1996,5.092
Morocco,1997,5.214
Morocco,1998,4.334
Morocco,1999,1.936
Morocco,2000,1.7
Morocco,2001,1.878
Morocco,2002,1.778
Morocco,2003,3.018
Morocco,2004,2.906
Morocco,2005,1.613
Morocco,2006,1.6
Morocco,2007,1.473
Morocco,2008,1.347
Morocco,2009,3.854
Morocco,2010,4.666
Morocco,2011,2.551
Morocco,2012,2.027
Morocco,2013,3.355
Morocco,2014,1.932
Morocco,2015,2.174
Morocco,2016,1.424
Morocco,2017,1.275
Morocco,2018,1.754
Morocco,2019,1.194
Morocco,2020,1.16
Netherlands,1965,0
Netherlands,1966,0
Netherlands,1967,0
Netherlands,1968,0
Netherlands,1969,0
Netherlands,1970,0
Netherlands,1971,0
Netherlands,1972,0
Netherlands,1973,0
Netherlands,1974,0
Netherlands,1975,0
Netherlands,1976,0
Netherlands,1977,0
Netherlands,1978,0
Netherlands,1979,0
Netherlands,1980,0
Netherlands,1981,0
Netherlands,1982,0
Netherlands,1983,0
Netherlands,1984,0
Netherlands,1985,0.001
Netherlands,1986,0.001
Netherlands,1987,0
Netherlands,1988,0.001
Netherlands,1989,0.012
Netherlands,1990,0.026
Netherlands,1991,0.031
Netherlands,1992,0.036
Netherlands,1993,0.027
Netherlands,1994,0.03
Netherlands,1995,0.025
Netherlands,1996,0.022
Netherlands,1997,0.026
Netherlands,1998,0.031
Netherlands,1999,0.025
Netherlands,2000,0.039
Netherlands,2001,0.031
Netherlands,2002,0.029
Netherlands,2003,0.019
Netherlands,2004,0.024
Netherlands,2005,0.021
Netherlands,2006,0.026
Netherlands,2007,0.026
Netherlands,2008,0.024
Netherlands,2009,0.024
Netherlands,2010,0.024
Netherlands,2011,0.014
Netherlands,2012,0.026
Netherlands,2013,0.029
Netherlands,2014,0.03
Netherlands,2015,0.024
Netherlands,2016,0.025
Netherlands,2017,0.015
Netherlands,2018,0.018
Netherlands,2019,0.019
Netherlands,2020,0.012
New Zealand,1965,33.392
New Zealand,1966,33.903
New Zealand,1967,34.918
New Zealand,1968,35.825
New Zealand,1969,34.789
New Zealand,1970,34.018
New Zealand,1971,36.971
New Zealand,1972,36.734
New Zealand,1973,34.889
New Zealand,1974,34.909
New Zealand,1975,37.763
New Zealand,1976,33.981
New Zealand,1977,31.715
New Zealand,1978,34.196
New Zealand,1979,39.833
New Zealand,1980,41.622
New Zealand,1981,42.173
New Zealand,1982,37.957
New Zealand,1983,39.438
New Zealand,1984,38.59
New Zealand,1985,36.833
New Zealand,1986,38.248
New Zealand,1987,37.618
New Zealand,1988,37.582
New Zealand,1989,41.153
New Zealand,1990,35.637
New Zealand,1991,34.485
New Zealand,1992,31.646
New Zealand,1993,34.313
New Zealand,1994,35.699
New Zealand,1995,36.749
New Zealand,1996,34.355
New Zealand,1997,30.361
New Zealand,1998,33.074
New Zealand,1999,29.714
New Zealand,2000,30.305
New Zealand,2001,26.943
New Zealand,2002,29.641
New Zealand,2003,28.888
New Zealand,2004,32.03
New Zealand,2005,28.071
New Zealand,2006,27.95
New Zealand,2007,27.959
New Zealand,2008,26.151
New Zealand,2009,28.316
New Zealand,2010,28.119
New Zealand,2011,28.209
New Zealand,2012,25.401
New Zealand,2013,25.228
New Zealand,2014,25.322
New Zealand,2015,25.174
New Zealand,2016,26.27
New Zealand,2017,24.714
New Zealand,2018,25.957
New Zealand,2019,24.518
New Zealand,2020,25.605
Non-OECD,1965,4.499
Non-OECD,1966,4.63
Non-OECD,1967,4.518
Non-OECD,1968,4.923
Non-OECD,1969,5.044
Non-OECD,1970,5.137
Non-OECD,1971,5.035
Non-OECD,1972,5.015
Non-OECD,1973,4.944
Non-OECD,1974,5.21
Non-OECD,1975,5.123
Non-OECD,1976,5.217
Non-OECD,1977,5.359
Non-OECD,1978,5.597
Non-OECD,1979,5.685
Non-OECD,1980,5.966
Non-OECD,1981,6.015
Non-OECD,1982,5.834
Non-OECD,1983,5.858
Non-OECD,1984,6.087
Non-OECD,1985,6.23
Non-OECD,1986,6.266
Non-OECD,1987,6.191
Non-OECD,1988,6.29
Non-OECD,1989,6.312
Non-OECD,1990,6.414
Non-OECD,1991,6.626
Non-OECD,1992,6.692
Non-OECD,1993,7.087
Non-OECD,1994,7.433
Non-OECD,1995,7.595
Non-OECD,1996,7.428
Non-OECD,1997,7.495
Non-OECD,1998,7.772
Non-OECD,1999,7.637
Non-OECD,2000,7.655
Non-OECD,2001,7.554
Non-OECD,2002,7.36
Non-OECD,2003,6.934
Non-OECD,2004,7.109
Non-OECD,2005,7.015
Non-OECD,2006,6.96
Non-OECD,2007,6.883
Non-OECD,2008,7.089
Non-OECD,2009,6.976
Non-OECD,2010,7.052
Non-OECD,2011,6.737
Non-OECD,2012,6.939
Non-OECD,2013,7.115
Non-OECD,2014,7.262
Non-OECD,2015,7.139
Non-OECD,2016,7.256
Non-OECD,2017,7.181
Non-OECD,2018,7.109
Non-OECD,2019,7.15
Non-OECD,2020,7.369
North Macedonia,1990,4.612
North Macedonia,1991,8.041
North Macedonia,1992,7.83
North Macedonia,1993,4.804
North Macedonia,1994,6.818
North Macedonia,1995,7.805
North Macedonia,1996,7.127
North Macedonia,1997,8.375
North Macedonia,1998,8.919
North Macedonia,1999,11.962
North Macedonia,2000,10.608
North Macedonia,2001,5.975
North Macedonia,2002,7.353
North Macedonia,2003,11.796
North Macedonia,2004,12.81
North Macedonia,2005,12.43
North Macedonia,2006,13.444
North Macedonia,2007,8.212
North Macedonia,2008,7.02
North Macedonia,2009,10.732
North Macedonia,2010,18.931
North Macedonia,2011,11.063
North Macedonia,2012,8.595
North Macedonia,2013,13.581
North Macedonia,2014,11.065
North Macedonia,2015,16.191
North Macedonia,2016,15.781
North Macedonia,2017,9.507
North Macedonia,2018,15.323
North Macedonia,2019,9.357
North Macedonia,2020,11.135
Norway,1965,66.502
Norway,1966,63.971
Norway,1967,65.187
Norway,1968,65.743
Norway,1969,62.426
Norway,1970,60.02
Norway,1971,62.513
Norway,1972,62.848
Norway,1973,64.158
Norway,1974,66.946
Norway,1975,66.598
Norway,1976,65.944
Norway,1977,62.82
Norway,1978,62.729
Norway,1979,64.445
Norway,1980,63.822
Norway,1981,67.236
Norway,1982,67.812
Norway,1983,70.602
Norway,1984,69.836
Norway,1985,68.185
Norway,1986,65.562
Norway,1987,67.052
Norway,1988,68.633
Norway,1989,70.132
Norway,1990,71.055
Norway,1991,70.012
Norway,1992,70.444
Norway,1993,69.732
Norway,1994,67.512
Norway,1995,69.334
Norway,1996,64.403
Norway,1997,64.758
Norway,1998,65.669
Norway,1999,67.216
Norway,2000,70.982
Norway,2001,66.035
Norway,2002,67.806
Norway,2003,62.026
Norway,2004,62.423
Norway,2005,67.971
Norway,2006,64.765
Norway,2007,67.239
Norway,2008,67.912
Norway,2009,65.767
Norway,2010,63.365
Norway,2011,64.011
Norway,2012,67.861
Norway,2013,64.952
Norway,2014,66.308
Norway,2015,65.997
Norway,2016,67.363
Norway,2017,66.48
Norway,2018,65.398
Norway,2019,62.743
Norway,2020,64.881
OECD,1965,6.552
OECD,1966,6.603
OECD,1967,6.521
OECD,1968,6.285
OECD,1969,6.174
OECD,1970,6.014
OECD,1971,6.101
OECD,1972,6.058
OECD,1973,5.745
OECD,1974,6.382
OECD,1975,6.524
OECD,1976,5.974
OECD,1977,5.883
OECD,1978,6.114
OECD,1979,6.207
OECD,1980,6.335
OECD,1981,6.573
OECD,1982,6.958
OECD,1983,7.245
OECD,1984,6.945
OECD,1985,6.778
OECD,1986,6.66
OECD,1987,6.486
OECD,1988,6.352
OECD,1989,6.071
OECD,1990,6.233
OECD,1991,6.254
OECD,1992,6.132
OECD,1993,6.42
OECD,1994,6.105
OECD,1995,6.359
OECD,1996,6.315
OECD,1997,6.361
OECD,1998,6.192
OECD,1999,6.161
OECD,2000,6.058
OECD,2001,5.621
OECD,2002,5.632
OECD,2003,5.445
OECD,2004,5.439
OECD,2005,5.425
OECD,2006,5.474
OECD,2007,5.267
OECD,2008,5.513
OECD,2009,5.691
OECD,2010,5.605
OECD,2011,5.783
OECD,2012,5.825
OECD,2013,5.807
OECD,2014,5.736
OECD,2015,5.625
OECD,2016,5.676
OECD,2017,5.576
OECD,2018,5.595
OECD,2019,5.491
OECD,2020,6.053
Oman,1965,0
Oman,1966,0
Oman,1967,0
Oman,1968,0
Oman,1969,0
Oman,1970,0
Oman,1971,0
Oman,1972,0
Oman,1973,0
Oman,1974,0
Oman,1975,0
Oman,1976,0
Oman,1977,0
Oman,1978,0
Oman,1979,0
Oman,1980,0
Oman,1981,0
Oman,1982,0
Oman,1983,0
Oman,1984,0
Oman,1985,0
Oman,1986,0
Oman,1987,0
Oman,1988,0
Oman,1989,0
Oman,1990,0
Oman,1991,0
Oman,1992,0
Oman,1993,0
Oman,1994,0
Oman,1995,0
Oman,1996,0
Oman,1997,0
Oman,1998,0
Oman,1999,0
Oman,2000,0
Oman,2001,0
Oman,2002,0
Oman,2003,0
Oman,2004,0
Oman,2005,0
Oman,2006,0
Oman,2007,0
Oman,2008,0
Oman,2009,0
Oman,2010,0
Oman,2011,0
Oman,2012,0
Oman,2013,0
Oman,2014,0
Oman,2015,0
Oman,2016,0
Oman,2017,0
Oman,2018,0
Oman,2019,0
Oman,2020,0
Pakistan,1965,7.456
Pakistan,1966,7.4
Pakistan,1967,7.924
Pakistan,1968,8.392
Pakistan,1969,8.814
Pakistan,1970,7.922
Pakistan,1971,10.65
Pakistan,1972,12.71
Pakistan,1973,12.571
Pakistan,1974,11.813
Pakistan,1975,12.61
Pakistan,1976,13.489
Pakistan,1977,14.816
Pakistan,1978,17.203
Pakistan,1979,17.059
Pakistan,1980,16.12
Pakistan,1981,15.652
Pakistan,1982,15.973
Pakistan,1983,17.322
Pakistan,1984,16.962
Pakistan,1985,16.764
Pakistan,1986,15.108
Pakistan,1987,17.737
Pakistan,1988,17.499
Pakistan,1989,16.76
Pakistan,1990,15.694
Pakistan,1991,15.851
Pakistan,1992,16.468
Pakistan,1993,16.362
Pakistan,1994,15.512
Pakistan,1995,15.541
Pakistan,1996,15.909
Pakistan,1997,12.213
Pakistan,1998,14.898
Pakistan,1999,12.713
Pakistan,2000,10.158
Pakistan,2001,10.273
Pakistan,2002,10.978
Pakistan,2003,12.085
Pakistan,2004,11.495
Pakistan,2005,12.893
Pakistan,2006,11.964
Pakistan,2007,11.707
Pakistan,2008,9.979
Pakistan,2009,10.294
Pakistan,2010,10.567
Pakistan,2011,10.789
Pakistan,2012,4.036
Pakistan,2013,10.803
Pakistan,2014,10.697
Pakistan,2015,10.239
Pakistan,2016,9.842
Pakistan,2017,8.066
Pakistan,2018,7.582
Pakistan,2019,9.207
Pakistan,2020,10.299
Peru,1965,13.016
Peru,1966,11.52
Peru,1967,12.685
Peru,1968,13.37
Peru,1969,14.452
Peru,1970,13.38
Peru,1971,15.521
Peru,1972,17.933
Peru,1973,16.788
Peru,1974,15.843
Peru,1975,16.126
Peru,1976,16.819
Peru,1977,17.388
Peru,1978,17.962
Peru,1979,18.686
Peru,1980,18.29
Peru,1981,19.871
Peru,1982,20.884
Peru,1983,22.813
Peru,1984,23.232
Peru,1985,25.258
Peru,1986,25.306
Peru,1987,25.464
Peru,1988,24.999
Peru,1989,27.444
Peru,1990,27.644
Peru,1991,30.618
Peru,1992,26.439
Peru,1993,29.582
Peru,1994,29.368
Peru,1995,27.329
Peru,1996,27.216
Peru,1997,26.76
Peru,1998,27.866
Peru,1999,28.518
Peru,2000,30.821
Peru,2001,33.775
Peru,2002,33.567
Peru,2003,34.768
Peru,2004,30.656
Peru,2005,29.878
Peru,2006,32.118
Peru,2007,29.04
Peru,2008,26.084
Peru,2009,26.406
Peru,2010,23.149
Peru,2011,22.4
Peru,2012,22.042
Peru,2013,21.772
Peru,2014,21.002
Peru,2015,21.236
Peru,2016,19.859
Peru,2017,23.498
Peru,2018,23.423
Peru,2019,23.652
Peru,2020,27.176
Philippines,1965,7.899
Philippines,1966,7.166
Philippines,1967,7.051
Philippines,1968,6.39
Philippines,1969,6.295
Philippines,1970,6.392
Philippines,1971,5.147
Philippines,1972,5.938
Philippines,1973,5.471
Philippines,1974,5.072
Philippines,1975,5.191
Philippines,1976,6.148
Philippines,1977,4.309
Philippines,1978,5.495
Philippines,1979,5.404
Philippines,1980,6.722
Philippines,1981,7.147
Philippines,1982,7.45
Philippines,1983,7.252
Philippines,1984,10.609
Philippines,1985,11.567
Philippines,1986,12.343
Philippines,1987,9.914
Philippines,1988,10.736
Philippines,1989,10.272
Philippines,1990,9.242
Philippines,1991,8.095
Philippines,1992,6.02
Philippines,1993,6.594
Philippines,1994,7.236
Philippines,1995,6.906
Philippines,1996,7.245
Philippines,1997,5.811
Philippines,1998,4.777
Philippines,1999,7.258
Philippines,2000,7.237
Philippines,2001,6.648
Philippines,2002,6.582
Philippines,2003,7.066
Philippines,2004,7.419
Philippines,2005,7.225
Philippines,2006,8.774
Philippines,2007,7.221
Philippines,2008,7.983
Philippines,2009,7.808
Philippines,2010,6.001
Philippines,2011,7.271
Philippines,2012,7.402
Philippines,2013,6.707
Philippines,2014,5.779
Philippines,2015,4.97
Philippines,2016,4.234
Philippines,2017,4.548
Philippines,2018,4.294
Philippines,2019,3.55
Philippines,2020,3.5
Poland,1965,0.321
Poland,1966,0.315
Poland,1967,0.327
Poland,1968,0.319
Poland,1969,0.24
Poland,1970,0.498
Poland,1971,0.428
Poland,1972,0.389
Poland,1973,0.369
Poland,1974,0.521
Poland,1975,0.453
Poland,1976,0.356
Poland,1977,0.406
Poland,1978,0.385
Poland,1979,0.352
Poland,1980,0.436
Poland,1981,0.44
Poland,1982,0.312
Poland,1983,0.337
Poland,1984,0.273
Poland,1985,0.351
Poland,1986,0.285
Poland,1987,0.296
Poland,1988,0.326
Poland,1989,0.304
Poland,1990,0.325
Poland,1991,0.334
Poland,1992,0.37
Poland,1993,0.365
Poland,1994,0.445
Poland,1995,0.473
Poland,1996,0.461
Poland,1997,0.473
Poland,1998,0.581
Poland,1999,0.553
Poland,2000,0.575
Poland,2001,0.635
Poland,2002,0.626
Poland,2003,0.44
Poland,2004,0.542
Poland,2005,0.557
Poland,2006,0.489
Poland,2007,0.562
Poland,2008,0.503
Poland,2009,0.572
Poland,2010,0.655
Poland,2011,0.518
Poland,2012,0.464
Poland,2013,0.55
Poland,2014,0.508
Poland,2015,0.42
Poland,2016,0.467
Poland,2017,0.534
Poland,2018,0.404
Poland,2019,0.411
Poland,2020,0.468
Portugal,1965,22.52
Portugal,1966,27.379
Portugal,1967,26.584
Portugal,1968,24.688
Portugal,1969,27.779
Portugal,1970,21.279
Portugal,1971,20.529
Portugal,1972,21.699
Portugal,1973,20.281
Portugal,1974,20.708
Portugal,1975,17.026
Portugal,1976,12.813
Portugal,1977,23.693
Portugal,1978,24.414
Portugal,1979,23.869
Portugal,1980,17.498
Portugal,1981,11.115
Portugal,1982,14.191
Portugal,1983,15.912
Portugal,1984,18.614
Portugal,1985,20.003
Portugal,1986,15.001
Portugal,1987,15.766
Portugal,1988,19.028
Portugal,1989,8.325
Portugal,1990,12.942
Portugal,1991,12.314
Portugal,1992,6.237
Portugal,1993,11.173
Portugal,1994,13.481
Portugal,1995,9.604
Portugal,1996,16.551
Portugal,1997,14.468
Portugal,1998,13.126
Portugal,1999,7.177
Portugal,2000,10.819
Portugal,2001,13.15
Portugal,2002,7.292
Portugal,2003,14.285
Portugal,2004,9.059
Portugal,2005,4.314
Portugal,2006,10.012
Portugal,2007,9.071
Portugal,2008,6.329
Portugal,2009,7.618
Portugal,2010,14.07
Portugal,2011,10.462
Portugal,2012,5.543
Portugal,2013,12.311
Portugal,2014,13.612
Portugal,2015,7.667
Portugal,2016,12.975
Portugal,2017,4.971
Portugal,2018,10.224
Portugal,2019,7.621
Portugal,2020,11.847
Qatar,1965,0
Qatar,1966,0
Qatar,1967,0
Qatar,1968,0
Qatar,1969,0
Qatar,1970,0
Qatar,1971,0
Qatar,1972,0
Qatar,1973,0
Qatar,1974,0
Qatar,1975,0
Qatar,1976,0
Qatar,1977,0
Qatar,1978,0
Qatar,1979,0
Qatar,1980,0
Qatar,1981,0
Qatar,1982,0
Qatar,1983,0
Qatar,1984,0
Qatar,1985,0
Qatar,1986,0
Qatar,1987,0
Qatar,1988,0
Qatar,1989,0
Qatar,1990,0
Qatar,1991,0
Qatar,1992,0
Qatar,1993,0
Qatar,1994,0
Qatar,1995,0
Qatar,1996,0
Qatar,1997,0
Qatar,1998,0
Qatar,1999,0
Qatar,2000,0
Qatar,2001,0
Qatar,2002,0
Qatar,2003,0
Qatar,2004,0
Qatar,2005,0
Qatar,2006,0
Qatar,2007,0
Qatar,2008,0
Qatar,2009,0
Qatar,2010,0
Qatar,2011,0
Qatar,2012,0
Qatar,2013,0
Qatar,2014,0
Qatar,2015,0
Qatar,2016,0
Qatar,2017,0
Qatar,2018,0
Qatar,2019,0
Qatar,2020,0
Romania,1965,1.002
Romania,1966,0.968
Romania,1967,1.237
Romania,1968,1.23
Romania,1969,1.519
Romania,1970,1.785
Romania,1971,2.728
Romania,1972,4.232
Romania,1973,3.997
Romania,1974,4.459
Romania,1975,4.516
Romania,1976,3.627
Romania,1977,3.943
Romania,1978,4.159
Romania,1979,4.358
Romania,1980,4.811
Romania,1981,4.838
Romania,1982,4.541
Romania,1983,3.871
Romania,1984,4.4
Romania,1985,4.955
Romania,1986,4.124
Romania,1987,4.123
Romania,1988,5.341
Romania,1989,4.934
Romania,1990,4.323
Romania,1991,6.517
Romania,1992,5.924
Romania,1993,6.655
Romania,1994,7.212
Romania,1995,8.403
Romania,1996,7.979
Romania,1997,9.356
Romania,1998,11.037
Romania,1999,12.167
Romania,2000,9.836
Romania,2001,9.756
Romania,2002,10.042
Romania,2003,8.235
Romania,2004,9.843
Romania,2005,11.96
Romania,2006,10.571
Romania,2007,9.467
Romania,2008,10.112
Romania,2009,10.396
Romania,2010,13.131
Romania,2011,9.419
Romania,2012,7.974
Romania,2013,10.446
Romania,2014,12.554
Romania,2015,11.152
Romania,2016,12.016
Romania,2017,9.432
Romania,2018,11.217
Romania,2019,10.095
Romania,2020,10.067
Russia,1985,4.66
Russia,1986,4.711
Russia,1987,4.512
Russia,1988,4.391
Russia,1989,4.342
Russia,1990,4.617
Russia,1991,4.716
Russia,1992,5.031
Russia,1993,5.452
Russia,1994,6.032
Russia,1995,6.388
Russia,1996,5.809
Russia,1997,6.269
