Country,Year,Renewables (% of energy produced)
Latvia,1997,19.903
Latvia,1998,26.84
Latvia,1999,20.115
Latvia,2000,21.06
Latvia,2001,19.507
Latvia,2002,16.788
Latvia,2003,15.881
Latvia,2004,19.229
Latvia,2005,19.814
Latvia,2006,16.909
Latvia,2007,16.534
Latvia,2008,18.561
Latvia,2009,21.569
Latvia,2010,19.328
Latvia,2011,18.224
Latvia,2012,23.387
Latvia,2013,20.822
Latvia,2014,17.601
Latvia,2015,17.225
Latvia,2016,20.134
Latvia,2017,28.7
Latvia,2018,20.08
Latvia,2019,17.984
Latvia,2020,22.489
Lithuania,1985,0.607
Lithuania,1986,0.643
Lithuania,1987,0.578
Lithuania,1988,0.585
Lithuania,1989,0.541
Lithuania,1990,0.573
Lithuania,1991,0.442
Lithuania,1992,0.666
Lithuania,1993,1.076
Lithuania,1994,1.432
Lithuania,1995,1.059
Lithuania,1996,0.851
Lithuania,1997,0.835
Lithuania,1998,1.1
Lithuania,1999,1.313
Lithuania,2000,1.217
Lithuania,2001,0.999
Lithuania,2002,1.015
Lithuania,2003,0.895
Lithuania,2004,1.135
Lithuania,2005,1.332
Lithuania,2006,1.31
Lithuania,2007,1.586
Lithuania,2008,1.648
Lithuania,2009,2.029
Lithuania,2010,3.626
Lithuania,2011,4.238
Lithuania,2012,4.463
Lithuania,2013,6.207
Lithuania,2014,6.332
Lithuania,2015,6.705
Lithuania,2016,8.147
Lithuania,2017,9.319
Lithuania,2018,7.653
Lithuania,2019,8.8
Lithuania,2020,9.159
Luxembourg,1965,0.574
Luxembourg,1966,0.539
Luxembourg,1967,0.618
Luxembourg,1968,0.584
Luxembourg,1969,0.472
Luxembourg,1970,0.502
Luxembourg,1971,0.295
Luxembourg,1972,0.338
Luxembourg,1973,0.281
Luxembourg,1974,0.409
Luxembourg,1975,0.426
Luxembourg,1976,0.268
Luxembourg,1977,0.644
Luxembourg,1978,0.607
Luxembourg,1979,0.642
Luxembourg,1980,0.722
Luxembourg,1981,0.919
Luxembourg,1982,0.889
Luxembourg,1983,0.931
Luxembourg,1984,0.927
Luxembourg,1985,0.754
Luxembourg,1986,0.908
Luxembourg,1987,1.138
Luxembourg,1988,1.046
Luxembourg,1989,0.705
Luxembourg,1990,0.617
Luxembourg,1991,0.682
Luxembourg,1992,0.567
Luxembourg,1993,0.56
Luxembourg,1994,0.72
Luxembourg,1995,0.881
Luxembourg,1996,0.601
Luxembourg,1997,0.837
Luxembourg,1998,1.206
Luxembourg,1999,0.972
Luxembourg,2000,1.275
Luxembourg,2001,1.162
Luxembourg,2002,0.953
Luxembourg,2003,0.842
Luxembourg,2004,1.022
Luxembourg,2005,1.071
Luxembourg,2006,1.273
Luxembourg,2007,1.404
Luxembourg,2008,1.5
Luxembourg,2009,1.479
Luxembourg,2010,1.397
Luxembourg,2011,1.307
Luxembourg,2012,1.658
Luxembourg,2013,2.079
Luxembourg,2014,2.292
Luxembourg,2015,2.54
Luxembourg,2016,2.716
Luxembourg,2017,3.4
Luxembourg,2018,3.682
Luxembourg,2019,4.198
Luxembourg,2020,6.396
Malaysia,1965,5.638
Malaysia,1966,5.695
Malaysia,1967,5.903
Malaysia,1968,6.422
Malaysia,1969,7.732
Malaysia,1970,8.245
Malaysia,1971,6.513
Malaysia,1972,6.352
Malaysia,1973,5.673
Malaysia,1974,5.075
Malaysia,1975,4.882
Malaysia,1976,4.145
Malaysia,1977,3.026
Malaysia,1978,2.593
Malaysia,1979,2.589
Malaysia,1980,3.071
Malaysia,1981,3.319
Malaysia,1982,2.963
Malaysia,1983,3.002
Malaysia,1984,5.51
Malaysia,1985,6.017
Malaysia,1986,5.869
Malaysia,1987,6.857
Malaysia,1988,7.453
Malaysia,1989,6.169
Malaysia,1990,4.346
Malaysia,1991,3.966
Malaysia,1992,3.534
Malaysia,1993,3.837
Malaysia,1994,4.695
Malaysia,1995,4.32
Malaysia,1996,3.226
Malaysia,1997,2.232
Malaysia,1998,2.564
Malaysia,1999,3.838
Malaysia,2000,3.446
Malaysia,2001,2.984
Malaysia,2002,2.43
Malaysia,2003,2.101
Malaysia,2004,2.187
Malaysia,2005,2.186
Malaysia,2006,2.2
Malaysia,2007,1.982
Malaysia,2008,2.436
Malaysia,2009,2.406
Malaysia,2010,2.135
Malaysia,2011,2.579
Malaysia,2012,2.676
Malaysia,2013,3.08
Malaysia,2014,3.327
Malaysia,2015,3.406
Malaysia,2016,4.539
Malaysia,2017,5.891
Malaysia,2018,5.853
Malaysia,2019,5.713
Malaysia,2020,5.065
Mexico,1965,8.439
Mexico,1966,9.102
Mexico,1967,9.728
Mexico,1968,10.253
Mexico,1969,9.903
Mexico,1970,10.385
Mexico,1971,9.587
Mexico,1972,9.242
Mexico,1973,9.12
Mexico,1974,8.599
Mexico,1975,7.356
Mexico,1976,7.854
Mexico,1977,8.262
Mexico,1978,6.231
Mexico,1979,6.377
Mexico,1980,5.482
Mexico,1981,7.123
Mexico,1982,6.468
Mexico,1983,5.963
Mexico,1984,6.458
Mexico,1985,7.397
Mexico,1986,6.254
Mexico,1987,5.81
Mexico,1988,6.442
Mexico,1989,6.922
Mexico,1990,6.487
Mexico,1991,6.003
Mexico,1992,6.879
Mexico,1993,6.84
Mexico,1994,5.169
Mexico,1995,6.743
Mexico,1996,7.211
Mexico,1997,6.094
Mexico,1998,5.561
Mexico,1999,6.928
Mexico,2000,6.784
Mexico,2001,6.01
Mexico,2002,5.165
Mexico,2003,4.416
Mexico,2004,5.03
Mexico,2005,5.19
Mexico,2006,5.293
Mexico,2007,4.938
Mexico,2008,6.342
Mexico,2009,4.695
Mexico,2010,5.946
Mexico,2011,5.569
Mexico,2012,5.162
Mexico,2013,4.776
Mexico,2014,6.356
Mexico,2015,5.714
Mexico,2016,5.773
Mexico,2017,5.999
Mexico,2018,6.761
Mexico,2019,6.705
Mexico,2020,9.176
Middle Africa,1965,29.578
Middle Africa,1966,29.855
Middle Africa,1967,28.174
Middle Africa,1968,28.325
Middle Africa,1969,29.318
Middle Africa,1970,31.19
Middle Africa,1971,28.963
Middle Africa,1972,28.554
Middle Africa,1973,27.744
Middle Africa,1974,26.316
Middle Africa,1975,30.742
Middle Africa,1976,29.953
Middle Africa,1977,29.147
Middle Africa,1978,26.322
Middle Africa,1979,26.502
Middle Africa,1980,26.914
Middle Africa,1981,26.874
Middle Africa,1982,28.909
Middle Africa,1983,27.562
Middle Africa,1984,30.322
Middle Africa,1985,30.687
Middle Africa,1986,31.889
Middle Africa,1987,31.212
Middle Africa,1988,30.155
Middle Africa,1989,34.144
Middle Africa,1990,33.164
Middle Africa,1991,34.305
Middle Africa,1992,36.294
Middle Africa,1993,34.29
Middle Africa,1994,33.686
Middle Africa,1995,36.416
Middle Africa,1996,36.434
Middle Africa,1997,34.129
Middle Africa,1998,34.689
Middle Africa,1999,34.549
Middle Africa,2000,34.776
Middle Africa,2001,34.124
Middle Africa,2002,32.897
Middle Africa,2003,31.625
Middle Africa,2004,30.104
Middle Africa,2005,31.939
Middle Africa,2006,31.928
Middle Africa,2007,28.577
Middle Africa,2008,27.48
Middle Africa,2009,25.849
Middle Africa,2010,23.678
Middle Africa,2011,22.876
Middle Africa,2012,21.024
Middle Africa,2013,21.322
Middle Africa,2014,21.196
Middle Africa,2015,21.259
Middle Africa,2016,21.19
Middle Africa,2017,24.239
Middle Africa,2018,25.645
Middle Africa,2019,29.082
Middle Africa,2020,32.027
Middle East,1965,1.173
Middle East,1966,1.221
Middle East,1967,1.298
Middle East,1968,1.336
Middle East,1969,1.4
Middle East,1970,1.4
Middle East,1971,1.387
Middle East,1972,1.552
Middle East,1973,1.163
Middle East,1974,1.401
Middle East,1975,1.586
Middle East,1976,1.628
Middle East,1977,1.607
Middle East,1978,2.118
Middle East,1979,1.766
Middle East,1980,1.844
Middle East,1981,1.782
Middle East,1982,1.676
Middle East,1983,1.476
Middle East,1984,1.325
Middle East,1985,1.258
Middle East,1986,1.278
Middle East,1987,1.501
Middle East,1988,1.459
Middle East,1989,1.224
Middle East,1990,1.423
Middle East,1991,0.985
Middle East,1992,1.46
Middle East,1993,1.596
Middle East,1994,1.183
Middle East,1995,1.292
Middle East,1996,1.253
Middle East,1997,1.019
Middle East,1998,1.082
Middle East,1999,0.728
Middle East,2000,0.63
Middle East,2001,0.645
Middle East,2002,0.88
Middle East,2003,0.919
Middle East,2004,1.054
Middle East,2005,1.031
Middle East,2006,1.15
Middle East,2007,1.025
Middle East,2008,0.493
Middle East,2009,0.428
Middle East,2010,0.571
Middle East,2011,0.578
Middle East,2012,0.65
Middle East,2013,0.695
Middle East,2014,0.59
Middle East,2015,0.503
Middle East,2016,0.606
Middle East,2017,0.637
Middle East,2018,0.542
Middle East,2019,1.116
Middle East,2020,1.074
Morocco,1965,19.237
Morocco,1966,12.637
Morocco,1967,10.591
Morocco,1968,11.202
Morocco,1969,13.224
Morocco,1970,12.419
Morocco,1971,13.191
Morocco,1972,12.812
Morocco,1973,8.591
Morocco,1974,9.016
Morocco,1975,6.731
Morocco,1976,6.098
Morocco,1977,7.443
Morocco,1978,7.273
Morocco,1979,7.285
Morocco,1980,6.955
Morocco,1981,4.84
Morocco,1982,2.62
Morocco,1983,2.145
Morocco,1984,1.61
Morocco,1985,2.07
Morocco,1986,2.649
Morocco,1987,3.301
Morocco,1988,3.546
Morocco,1989,3.985
Morocco,1990,4.106
Morocco,1991,4.074
Morocco,1992,2.861
Morocco,1993,1.3
Morocco,1994,2.237
Morocco,1995,1.658
Morocco,1996,5.092
Morocco,1997,5.214
Morocco,1998,4.334
Morocco,1999,1.936
Morocco,2000,1.851
Morocco,2001,2.326
Morocco,2002,2.187
Morocco,2003,3.443
Morocco,2004,3.27
Morocco,2005,1.958
Morocco,2006,1.898
Morocco,2007,1.929
Morocco,2008,1.786
Morocco,2009,4.441
Morocco,2010,5.553
Morocco,2011,3.432
Morocco,2012,2.932
Morocco,2013,4.818
Morocco,2014,4.202
Morocco,2015,5.086
Morocco,2016,5.282
Morocco,2017,4.99
Morocco,2018,6.715
Morocco,2019,7.131
Morocco,2020,8.212
Netherlands,1965,0
Netherlands,1966,0
Netherlands,1967,0
Netherlands,1968,0
Netherlands,1969,0
Netherlands,1970,0
Netherlands,1971,0
Netherlands,1972,0
Netherlands,1973,0
Netherlands,1974,0
Netherlands,1975,0.271
Netherlands,1976,0.27
Netherlands,1977,0.273
Netherlands,1978,0.374
Netherlands,1979,0.331
Netherlands,1980,0.326
Netherlands,1981,0.365
Netherlands,1982,0.096
Netherlands,1983,0.084
Netherlands,1984,0.006
Netherlands,1985,0.15
Netherlands,1986,0.179
Netherlands,1987,0.222
Netherlands,1988,0.268
Netherlands,1989,0.3
Netherlands,1990,0.247
Netherlands,1991,0.282
Netherlands,1992,0.302
Netherlands,1993,0.332
Netherlands,1994,0.379
Netherlands,1995,0.406
Netherlands,1996,0.502
Netherlands,1997,0.566
Netherlands,1998,0.649
Netherlands,1999,0.708
Netherlands,2000,0.827
Netherlands,2001,0.876
Netherlands,2002,1.045
Netherlands,2003,1.028
Netherlands,2004,1.326
Netherlands,2005,1.811
Netherlands,2006,2.028
Netherlands,2007,2.173
Netherlands,2008,2.597
Netherlands,2009,3.047
Netherlands,2010,2.803
Netherlands,2011,3.359
Netherlands,2012,3.479
Netherlands,2013,3.496
Netherlands,2014,3.547
Netherlands,2015,4.047
Netherlands,2016,4.207
Netherlands,2017,4.985
Netherlands,2018,5.465
Netherlands,2019,6.656
Netherlands,2020,9.656
New Zealand,1965,37.885
New Zealand,1966,38.167
New Zealand,1967,38.447
New Zealand,1968,39.765
New Zealand,1969,38.756
New Zealand,1970,37.436
New Zealand,1971,40.197
New Zealand,1972,39.759
New Zealand,1973,37.761
New Zealand,1974,38.953
New Zealand,1975,41.812
New Zealand,1976,37.786
New Zealand,1977,35.289
New Zealand,1978,37.869
New Zealand,1979,43.199
New Zealand,1980,45.173
New Zealand,1981,45.643
New Zealand,1982,41.376
New Zealand,1983,42.766
New Zealand,1984,42.035
New Zealand,1985,39.993
New Zealand,1986,41.301
New Zealand,1987,40.635
New Zealand,1988,40.476
New Zealand,1989,45.277
New Zealand,1990,39.647
New Zealand,1991,38.681
New Zealand,1992,35.789
New Zealand,1993,38.525
New Zealand,1994,39.482
New Zealand,1995,40.329
New Zealand,1996,37.811
New Zealand,1997,33.926
New Zealand,1998,37.133
New Zealand,1999,34.054
New Zealand,2000,34.77
New Zealand,2001,31.222
New Zealand,2002,33.611
New Zealand,2003,32.869
New Zealand,2004,36.234
New Zealand,2005,33.177
New Zealand,2006,33.299
New Zealand,2007,33.891
New Zealand,2008,32.928
New Zealand,2009,36.382
New Zealand,2010,37.313
New Zealand,2011,38.04
New Zealand,2012,35.344
New Zealand,2013,35.357
New Zealand,2014,35.961
New Zealand,2015,36.439
New Zealand,2016,37.368
New Zealand,2017,35.347
New Zealand,2018,36.498
New Zealand,2019,35.036
New Zealand,2020,37.312
Non-OECD,1965,4.499
Non-OECD,1966,4.63
Non-OECD,1967,4.518
Non-OECD,1968,4.923
Non-OECD,1969,5.044
Non-OECD,1970,5.146
Non-OECD,1971,5.069
Non-OECD,1972,5.047
Non-OECD,1973,4.976
Non-OECD,1974,5.243
Non-OECD,1975,5.158
Non-OECD,1976,5.255
Non-OECD,1977,5.398
Non-OECD,1978,5.638
Non-OECD,1979,5.734
Non-OECD,1980,6.027
Non-OECD,1981,6.096
Non-OECD,1982,5.919
Non-OECD,1983,5.955
Non-OECD,1984,6.182
Non-OECD,1985,6.326
Non-OECD,1986,6.36
Non-OECD,1987,6.279
Non-OECD,1988,6.376
Non-OECD,1989,6.404
Non-OECD,1990,6.731
Non-OECD,1991,6.95
Non-OECD,1992,7.014
Non-OECD,1993,7.41
Non-OECD,1994,7.78
Non-OECD,1995,7.973
Non-OECD,1996,7.812
Non-OECD,1997,7.894
Non-OECD,1998,8.182
Non-OECD,1999,8.073
Non-OECD,2000,8.082
Non-OECD,2001,7.97
Non-OECD,2002,7.811
Non-OECD,2003,7.374
Non-OECD,2004,7.56
Non-OECD,2005,7.474
Non-OECD,2006,7.444
Non-OECD,2007,7.438
Non-OECD,2008,7.773
Non-OECD,2009,7.79
Non-OECD,2010,8.007
Non-OECD,2011,7.777
Non-OECD,2012,8.119
Non-OECD,2013,8.522
Non-OECD,2014,8.901
Non-OECD,2015,9.017
Non-OECD,2016,9.47
Non-OECD,2017,9.829
Non-OECD,2018,10.223
Non-OECD,2019,10.683
Non-OECD,2020,11.397
North Macedonia,1990,4.612
North Macedonia,1991,8.041
North Macedonia,1992,7.83
North Macedonia,1993,4.804
North Macedonia,1994,6.818
North Macedonia,1995,7.805
North Macedonia,1996,7.127
North Macedonia,1997,8.375
North Macedonia,1998,8.919
North Macedonia,1999,11.962
North Macedonia,2000,10.608
North Macedonia,2001,5.975
North Macedonia,2002,7.353
North Macedonia,2003,11.796
North Macedonia,2004,12.81
North Macedonia,2005,12.43
North Macedonia,2006,13.444
North Macedonia,2007,8.212
North Macedonia,2008,7.02
North Macedonia,2009,10.732
North Macedonia,2010,18.931
North Macedonia,2011,11.072
North Macedonia,2012,8.618
North Macedonia,2013,13.659
North Macedonia,2014,11.845
North Macedonia,2015,17.611
North Macedonia,2016,17.188
North Macedonia,2017,11.098
North Macedonia,2018,16.813
North Macedonia,2019,10.806
North Macedonia,2020,12.859
Norway,1965,66.502
Norway,1966,63.971
Norway,1967,65.187
Norway,1968,65.743
Norway,1969,62.426
Norway,1970,60.02
Norway,1971,62.513
Norway,1972,62.848
Norway,1973,64.158
Norway,1974,66.946
Norway,1975,66.598
Norway,1976,65.944
Norway,1977,62.82
Norway,1978,62.729
Norway,1979,64.445
Norway,1980,63.822
Norway,1981,67.236
Norway,1982,67.812
Norway,1983,70.602
Norway,1984,69.836
Norway,1985,68.189
Norway,1986,65.58
Norway,1987,67.065
Norway,1988,68.65
Norway,1989,70.149
Norway,1990,71.18
Norway,1991,70.144
Norway,1992,70.581
Norway,1993,69.875
Norway,1994,67.675
Norway,1995,69.499
Norway,1996,64.591
Norway,1997,64.9
Norway,1998,65.822
Norway,1999,67.375
Norway,2000,71.128
Norway,2001,66.194
Norway,2002,67.96
Norway,2003,62.353
Norway,2004,62.782
Norway,2005,68.394
Norway,2006,65.324
Norway,2007,67.885
Norway,2008,68.555
Norway,2009,66.403
Norway,2010,64.033
Norway,2011,64.879
Norway,2012,68.762
Norway,2013,66.111
Norway,2014,67.525
Norway,2015,67.335
Norway,2016,68.485
Norway,2017,67.933
Norway,2018,67.347
Norway,2019,65.693
Norway,2020,69.615
OECD,1965,6.716
OECD,1966,6.776
OECD,1967,6.688
OECD,1968,6.459
OECD,1969,6.345
OECD,1970,6.189
OECD,1971,6.275
OECD,1972,6.237
OECD,1973,5.926
OECD,1974,6.577
OECD,1975,6.724
OECD,1976,6.186
OECD,1977,6.1
OECD,1978,6.336
OECD,1979,6.436
OECD,1980,6.58
OECD,1981,6.832
OECD,1982,7.271
OECD,1983,7.586
OECD,1984,7.316
OECD,1985,7.147
OECD,1986,7.067
OECD,1987,6.916
OECD,1988,6.781
OECD,1989,6.551
OECD,1990,6.799
OECD,1991,6.846
OECD,1992,6.763
OECD,1993,7.077
OECD,1994,6.779
OECD,1995,7.033
OECD,1996,6.974
OECD,1997,7.07
OECD,1998,6.944
OECD,1999,6.942
OECD,2000,6.9
OECD,2001,6.511
OECD,2002,6.638
OECD,2003,6.546
OECD,2004,6.685
OECD,2005,6.841
OECD,2006,7.109
OECD,2007,7.172
OECD,2008,7.782
OECD,2009,8.382
OECD,2010,8.61
OECD,2011,9.282
OECD,2012,9.798
OECD,2013,10.175
OECD,2014,10.509
OECD,2015,10.923
OECD,2016,11.304
OECD,2017,11.729
OECD,2018,12.061
OECD,2019,12.555
OECD,2020,14.361
Oman,1965,0
Oman,1966,0
Oman,1967,0
Oman,1968,0
Oman,1969,0
Oman,1970,0
Oman,1971,0
Oman,1972,0
Oman,1973,0
Oman,1974,0
Oman,1975,0
Oman,1976,0
Oman,1977,0
Oman,1978,0
Oman,1979,0
Oman,1980,0
Oman,1981,0
Oman,1982,0
Oman,1983,0
Oman,1984,0
Oman,1985,0
Oman,1986,0
Oman,1987,0
Oman,1988,0
Oman,1989,0
Oman,1990,0
Oman,1991,0
Oman,1992,0
Oman,1993,0
Oman,1994,0
Oman,1995,0
Oman,1996,0
Oman,1997,0
Oman,1998,0
Oman,1999,0
Oman,2000,0
Oman,2001,0
Oman,2002,0
Oman,2003,0
Oman,2004,0
Oman,2005,0
Oman,2006,0
Oman,2007,0
Oman,2008,0
Oman,2009,0
Oman,2010,0
Oman,2011,0
Oman,2012,0
Oman,2013,0.001
Oman,2014,0.001
Oman,2015,0.003
Oman,2016,0.003
Oman,2017,0.011
Oman,2018,0.01
Oman,2019,0.011
Oman,2020,0.134
Pakistan,1965,7.456
Pakistan,1966,7.4
Pakistan,1967,7.924
Pakistan,1968,8.392
Pakistan,1969,8.814
Pakistan,1970,7.922
Pakistan,1971,10.65
Pakistan,1972,12.71
Pakistan,1973,12.571
Pakistan,1974,11.813
Pakistan,1975,12.61
Pakistan,1976,13.489
Pakistan,1977,14.816
Pakistan,1978,17.203
Pakistan,1979,17.059
Pakistan,1980,16.12
Pakistan,1981,15.652
Pakistan,1982,15.973
Pakistan,1983,17.322
Pakistan,1984,16.962
Pakistan,1985,16.764
Pakistan,1986,15.108
Pakistan,1987,17.737
Pakistan,1988,17.499
Pakistan,1989,16.76
Pakistan,1990,15.694
Pakistan,1991,15.851
Pakistan,1992,16.468
Pakistan,1993,16.362
Pakistan,1994,15.512
Pakistan,1995,15.541
Pakistan,1996,15.909
Pakistan,1997,12.213
Pakistan,1998,14.898
Pakistan,1999,12.713
Pakistan,2000,10.694
Pakistan,2001,10.763
Pakistan,2002,11.495
Pakistan,2003,12.596
Pakistan,2004,11.967
Pakistan,2005,12.893
Pakistan,2006,11.964
Pakistan,2007,11.707
Pakistan,2008,9.979
Pakistan,2009,10.296
Pakistan,2010,10.571
Pakistan,2011,10.798
Pakistan,2012,4.068
Pakistan,2013,10.904
Pakistan,2014,10.879
Pakistan,2015,10.566
Pakistan,2016,10.498
Pakistan,2017,9.175
Pakistan,2018,8.973
Pakistan,2019,10.574
Pakistan,2020,11.589
Peru,1965,13.016
Peru,1966,11.52
Peru,1967,12.685
Peru,1968,13.37
Peru,1969,14.452
Peru,1970,13.38
Peru,1971,16.343
Peru,1972,18.85
Peru,1973,17.597
Peru,1974,16.651
Peru,1975,16.91
Peru,1976,17.531
Peru,1977,18.087
Peru,1978,18.586
Peru,1979,19.141
Peru,1980,18.512
Peru,1981,20.06
Peru,1982,21.259
Peru,1983,23.221
Peru,1984,23.611
Peru,1985,25.713
Peru,1986,25.693
Peru,1987,25.783
Peru,1988,25.325
Peru,1989,27.823
Peru,1990,28.003
Peru,1991,30.973
Peru,1992,26.801
Peru,1993,29.855
Peru,1994,29.642
Peru,1995,27.628
Peru,1996,27.497
Peru,1997,27.073
Peru,1998,28.121
Peru,1999,28.792
Peru,2000,31.123
Peru,2001,34.09
Peru,2002,33.915
Peru,2003,35.138
Peru,2004,30.926
Peru,2005,30.459
Peru,2006,32.69
Peru,2007,29.661
Peru,2008,26.715
Peru,2009,27.018
Peru,2010,23.928
Peru,2011,23.103
Peru,2012,22.772
Peru,2013,22.902
Peru,2014,22.655
Peru,2015,22.788
Peru,2016,21.403
Peru,2017,24.979
Peru,2018,25.455
Peru,2019,25.868
Peru,2020,30.094
Philippines,1965,7.899
Philippines,1966,7.166
Philippines,1967,7.051
Philippines,1968,6.39
Philippines,1969,6.295
Philippines,1970,6.392
Philippines,1971,5.147
Philippines,1972,5.938
Philippines,1973,5.471
Philippines,1974,5.072
Philippines,1975,5.191
Philippines,1976,6.148
Philippines,1977,4.311
Philippines,1978,5.501
Philippines,1979,6.599
Philippines,1980,10.625
Philippines,1981,14.653
Philippines,1982,15.167
Philippines,1983,16.272
Philippines,1984,21.379
Philippines,1985,23.944
Philippines,1986,23.776
Philippines,1987,19.165
Philippines,1988,19.688
Philippines,1989,19.304
Philippines,1990,18.231
Philippines,1991,17.155
Philippines,1992,13.747
Philippines,1993,14.024
Philippines,1994,15.038
Philippines,1995,13.705
Philippines,1996,13.979
Philippines,1997,12.741
Philippines,1998,13.183
Philippines,1999,17.065
Philippines,2000,18.026
Philippines,2001,16.419
Philippines,2002,16.167
Philippines,2003,15.885
Philippines,2004,16.296
Philippines,2005,15.773
Philippines,2006,18.061
Philippines,2007,15.883
Philippines,2008,16.73
Philippines,2009,16.108
Philippines,2010,13.707
Philippines,2011,14.879
Philippines,2012,14.99
Philippines,2013,13.323
Philippines,2014,12.529
Philippines,2015,12.024
Philippines,2016,11.475
Philippines,2017,10.972
Philippines,2018,10.674
Philippines,2019,9.752
Philippines,2020,10.516
Poland,1965,0.33
Poland,1966,0.328
Poland,1967,0.342
Poland,1968,0.334
Poland,1969,0.265
Poland,1970,0.515
Poland,1971,0.455
Poland,1972,0.436
Poland,1973,0.426
Poland,1974,0.579
Poland,1975,0.501
Poland,1976,0.395
Poland,1977,0.461
Poland,1978,0.437
Poland,1979,0.398
Poland,1980,0.483
Poland,1981,0.496
Poland,1982,0.367
Poland,1983,0.41
Poland,1984,0.34
Poland,1985,0.426
Poland,1986,0.353
Poland,1987,0.331
Poland,1988,0.343
Poland,1989,0.324
Poland,1990,0.338
Poland,1991,0.354
Poland,1992,0.397
Poland,1993,0.38
Poland,1994,0.458
Poland,1995,0.49
Poland,1996,0.493
Poland,1997,0.514
Poland,1998,0.638
Poland,1999,0.604
Poland,2000,0.637
Poland,2001,0.761
Poland,2002,0.759
Poland,2003,0.625
Poland,2004,0.815
Poland,2005,1.027
Poland,2006,1.122
Poland,2007,1.397
Poland,2008,1.991
Poland,2009,2.75
Poland,2010,3.083
Poland,2011,3.591
Poland,2012,4.613
Poland,2013,4.599
Poland,2014,5.362
Poland,2015,5.839
Poland,2016,5.415
Poland,2017,5.617
Poland,2018,5.304
Poland,2019,6.33
Poland,2020,7.107
Portugal,1965,23.692
Portugal,1966,28.417
Portugal,1967,27.515
Portugal,1968,25.773
Portugal,1969,29.011
Portugal,1970,21.961
Portugal,1971,21.005
Portugal,1972,22.045
Portugal,1973,20.834
Portugal,1974,21.184
Portugal,1975,17.653
Portugal,1976,13.429
Portugal,1977,24.25
Portugal,1978,24.938
Portugal,1979,24.418
Portugal,1980,18.197
Portugal,1981,11.803
Portugal,1982,14.915
Portugal,1983,16.715
Portugal,1984,19.325
Portugal,1985,21.028
Portugal,1986,16.068
Portugal,1987,16.823
Portugal,1988,20.044
Portugal,1989,9.274
Portugal,1990,13.923
Portugal,1991,13.422
Portugal,1992,7.433
Portugal,1993,12.371
Portugal,1994,14.725
Portugal,1995,10.808
Portugal,1996,17.706
Portugal,1997,15.711
Portugal,1998,14.309
Portugal,1999,8.518
Portugal,2000,12.295
Portugal,2001,14.75
Portugal,2002,9.099
Portugal,2003,16.086
Portugal,2004,11.308
Portugal,2005,7.504
Portugal,2006,14.623
Portugal,2007,15.163
Portugal,2008,14.195
Portugal,2009,17.738
Portugal,2010,25.977
Portugal,2011,23.118
Portugal,2012,20.343
Portugal,2013,27.549
Portugal,2014,28.701
Portugal,2015,23.001
Portugal,2016,27.694
Portugal,2017,20.028
Portugal,2018,25.344
Portugal,2019,24.829
Portugal,2020,30.199
Qatar,1965,0
Qatar,1966,0
Qatar,1967,0
Qatar,1968,0
Qatar,1969,0
Qatar,1970,0
Qatar,1971,0
Qatar,1972,0
Qatar,1973,0
Qatar,1974,0
Qatar,1975,0
Qatar,1976,0
Qatar,1977,0
Qatar,1978,0
Qatar,1979,0
Qatar,1980,0
Qatar,1981,0
Qatar,1982,0
Qatar,1983,0
Qatar,1984,0
Qatar,1985,0
Qatar,1986,0
Qatar,1987,0
Qatar,1988,0
Qatar,1989,0
Qatar,1990,0
Qatar,1991,0
Qatar,1992,0
Qatar,1993,0
Qatar,1994,0
Qatar,1995,0
Qatar,1996,0
Qatar,1997,0
Qatar,1998,0
Qatar,1999,0
Qatar,2000,0
Qatar,2001,0
Qatar,2002,0
Qatar,2003,0
Qatar,2004,0
Qatar,2005,0
Qatar,2006,0
Qatar,2007,0
Qatar,2008,0
Qatar,2009,0
Qatar,2010,0
Qatar,2011,0.077
Qatar,2012,0.067
Qatar,2013,0.063
Qatar,2014,0.06
Qatar,2015,0.052
Qatar,2016,0.054
Qatar,2017,0.055
Qatar,2018,0.062
Qatar,2019,0.057
Qatar,2020,0.064
Romania,1965,1.002
Romania,1966,0.968
Romania,1967,1.237
Romania,1968,1.23
Romania,1969,1.519
Romania,1970,1.785
Romania,1971,2.728
Romania,1972,4.232
Romania,1973,3.997
Romania,1974,4.459
Romania,1975,4.516
Romania,1976,3.627
Romania,1977,3.943
Romania,1978,4.159
Romania,1979,4.358
Romania,1980,4.811
Romania,1981,4.838
Romania,1982,4.541
Romania,1983,3.871
Romania,1984,4.4
Romania,1985,4.955
Romania,1986,4.124
Romania,1987,4.123
Romania,1988,5.341
Romania,1989,4.934
Romania,1990,4.324
Romania,1991,6.517
Romania,1992,5.925
Romania,1993,6.656
Romania,1994,7.212
Romania,1995,8.403
Romania,1996,7.979
Romania,1997,9.361
Romania,1998,11.044
Romania,1999,12.167
Romania,2000,9.836
Romania,2001,9.756
Romania,2002,10.044
Romania,2003,8.237
Romania,2004,9.846
Romania,2005,11.964
Romania,2006,10.574
Romania,2007,9.489
Romania,2008,10.129
Romania,2009,10.409
Romania,2010,13.407
Romania,2011,10.433
Romania,2012,9.864
Romania,2013,14.113
Romania,2014,16.975
Romania,2015,17.569
Romania,2016,17.975
Romania,2017,15.801
Romania,2018,16.634
Romania,2019,15.962
Romania,2020,16.228
