Country,Year,GDP,Population
Syria,2004,,17827827
Taiwan,2004,,22570229
Tajikistan,2004,1837.65117,6662391
Tanzania,2004,1645.83994,37379766
Thailand,2004,11886.32462,64995303
Timor,2004,2258.617351,971889
Togo,2004,1694.145887,5467770
Tokelau,2004,,1265
Tonga,2004,5344.832174,100214
Trinidad and Tobago,2004,23110.7517,1290115
Tunisia,2004,8305.377995,10022278
Turkey,2004,16968.87361,67010929
Turkmenistan,2004,5034.24789,4703396
Turks and Caicos Islands,2004,,26709
Tuvalu,2004,3333.683127,9871
Uganda,2004,1436.709626,26821300
Ukraine,2004,10561.00953,47217489
United Arab Emirates,2004,97757.85515,4068577
United Kingdom,2004,41691.3885,59872760
United States,2004,52994.55196,292354663
United States Virgin Islands,2004,,108100
Upper middle income,2004,8637.835327,
Uruguay,2004,13593.73217,3321486
Uzbekistan,2004,3221.189333,26077614
Vanuatu,2004,2761.115983,204123
Vatican,2004,,795
Venezuela,2004,,25996594
Vietnam,2004,3689.732511,83062819
Wallis and Futuna,2004,,15097
Western Sahara,2004,,416804
World,2004,12065.9788,6461454653
Yemen,2004,,19540096
Zambia,2004,2261.766733,11550641
Zimbabwe,2004,2682.783,12019911
Afghanistan,2003,1235.810063,23680871
Africa,2003,,872248336
Africa Eastern and Southern,2003,2718.734747,
Africa Western and Central,2003,3013.996206,
Albania,2003,7154.784825,3118017
Algeria,2003,9771.684856,32264159
American Samoa,2003,,59495
Andorra,2003,,73180
Angola,2003,5218.207712,18121477
Anguilla,2003,,11993
Antigua and Barbuda,2003,17952.77914,79311
Arab World,2003,11033.22856,
Argentina,2003,16714.67013,38087866
Armenia,2003,5823.716093,3017938
Aruba,2003,37200.05885,97016
Asia,2003,,3883141056
Australia,2003,40298.88605,19624163
Austria,2003,47564.8639,8175855
Azerbaijan,2003,5264.840526,8361433
Bahamas,2003,40135.99655,313123
Bahrain,2003,47476.98335,778708
Bangladesh,2003,2097.168748,134791598
Barbados,2003,15050.40346,274331
Belarus,2003,9660.193688,9679235
Belgium,2003,44160.05668,10419029
Belize,2003,7261.137764,269428
Benin,2003,2579.697807,7520556
Bermuda,2003,88727.31127,65936
Bhutan,2003,4957.529129,627840
Bolivia,2003,5479.266911,8905820
Bonaire Sint Eustatius and Saba,2003,,13755
Bosnia and Herzegovina,2003,8110.316438,3762179
Botswana,2003,12059.20879,1734387
Brazil,2003,11786.33375,181809244
British Virgin Islands,2003,,21674
Brunei,2003,71483.1809,353295
Bulgaria,2003,12398.43536,7804306
Burkina Faso,2003,1426.616712,12654624
Burundi,2003,804.8842137,6909161
Cambodia,2003,1752.041276,12856171
Cameroon,2003,2889.281185,16800869
Canada,2003,39268.21243,31488046
Cape Verde,2003,4336.865171,449925
Caribbean Small States,2003,14040.23659,
Cayman Islands,2003,,46624
Central African Republic,2003,998.9999451,3881185
Central Europe and the Baltics,2003,18280.13455,
Chad,2003,1111.604592,9373913
Channel Islands,2003,,150070
Chile,2003,16782.93882,15849649
China,2003,4400.825183,1315303522
Colombia,2003,9356.209684,41483872
Comoros,2003,2817.312764,583213
Congo,2003,4423.297962,3406915
Cook Islands,2003,,18609
Costa Rica,2003,13411.8483,4164053
Cote d'Ivoire,2003,3717.052553,17599613
Croatia,2003,21700.29874,4388909
Cuba,2003,,11229185
Curacao,2003,30107.17996,128422
Cyprus,2003,35295.36498,993562
Czechia,2003,27239.55944,10239131
Democratic Republic of Congo,2003,732.5366287,51425583
Denmark,2003,49262.64497,5386968
Djibouti,2003,,759639
Dominica,2003,9862.737606,70102
Dominican Republic,2003,9424.795253,8850317
Early-demographic dividend,2003,5662.716435,
East Asia & Pacific,2003,8136.231822,
East Asia & Pacific (IDA & IBRD),2003,4891.886261,
East Asia & Pacific (excluding high income),2003,4839.168362,
Ecuador,2003,8625.792511,13369678
Egypt,2003,8007.645029,72826102
El Salvador,2003,6694.662204,5994075
Equatorial Guinea,2003,21944.50566,686670
Eritrea,2003,,2600972
Estonia,2003,22061.27182,1372904
Eswatini,2003,6009.495427,1022796
Ethiopia,2003,718.3330239,72170581
Euro area,2003,40577.49113,
Europe,2003,,728130218
Europe & Central Asia,2003,27053.55706,
Europe & Central Asia (IDA & IBRD),2003,13546.30399,
Europe & Central Asia (excluding high income),2003,13079.27973,
European Union,2003,35933.64156,
Faeroe Islands,2003,,47439
Falkland Islands,2003,,2950
Fiji,2003,10117.54055,816078
Finland,2003,42168.69347,5227106
France,2003,40433.49004,60251591
French Guiana,2003,,187026
French Polynesia,2003,,252707
Gabon,2003,16060.68758,1319946
Gambia,2003,2257.277835,1449925
Georgia,2003,6230.821909,4238930
Germany,2003,43025.98773,81614371
Ghana,2003,2905.016415,20750308
Gibraltar,2003,,32555
Greece,2003,33040.7683,11218879
Greenland,2003,,56707
Grenada,2003,12738.90571,104003
Guadeloupe,2003,,410868
Guam,2003,,157723
Guatemala,2003,6612.669877,12500479
Guinea,2003,1771.660089,8753097
Guinea-Bissau,2003,1641.028914,1283297
Guyana,2003,8009.706494,745142
Haiti,2003,2654.205006,8900108
Heavily indebted poor countries (HIPC),2003,1719.116547,
High income,2003,40941.9458,
Honduras,2003,4235.623137,7106323
Hong Kong,2003,37886.46653,6724687
Hungary,2003,22195.81946,10141341
IBRD only,2003,6644.174118,
IDA & IBRD total,2003,5705.404591,
IDA blend,2003,3377.011939,
IDA only,2003,1913.605757,
IDA total,2003,2413.156369,
Iceland,2003,43095.35686,287955
India,2003,2876.743382,1111523146
Indonesia,2003,6198.653268,220309473
Iran,2003,11407.06163,68122947
Iraq,2003,5077.409085,25644503
Ireland,2003,53184.88322,3980077
Isle of Man,2003,,78878
Israel,2003,29911.38638,6278374
Italy,2003,43781.21998,57564589
Jamaica,2003,9811.195229,2709438
Japan,2003,36096.77438,128058368
Jordan,2003,9558.458475,5434036
Kazakhstan,2003,13973.07774,15100045
Kenya,2003,2839.094576,34678781
Kiribati,2003,2164.140821,88840
Kosovo,2003,6288.029282,
Kuwait,2003,63008.62758,2161626
Kyrgyzstan,2003,3370.430199,5013538
Laos,2003,3245.185009,5576640
Late-demographic dividend,2003,7531.117596,
Latin America & Caribbean,2003,12598.34725,
Latin America & Caribbean (IDA & IBRD),2003,12502.1733,
Latin America & Caribbean (excluding high income),2003,11920.39496,
Latvia,2003,16433.03952,2305845
Least developed countries: UN classification,2003,1723.227273,
Lebanon,2003,13941.86675,4388378
Lesotho,2003,1851.348747,2018355
Liberia,2003,1173.307339,3077055
Libya,2003,17553.5532,5620545
Liechtenstein,2003,,34172
Lithuania,2003,17839.78274,3414367
Low & middle income,2003,5478.414266,
Lower middle income,2003,3905.037679,
Luxembourg,2003,100226.5215,447317
Macao,2003,59342.65608,460157
Madagascar,2003,1501.274317,17279139
Malawi,2003,1051.124346,12000183
Malaysia,2003,16751.40714,24698821
Maldives,2003,14452.56882,302681
Mali,2003,1930.207369,11982692
Malta,2003,28373.75733,400858
Marshall Islands,2003,3452.975791,53465
Martinique,2003,,394534
Mauritania,2003,4317.486206,2857150
Mauritius,2003,12938.15268,1208992
Mayotte,2003,,166715
Mexico,2003,17205.98656,103081020
Micronesia (country),2003,3600.046998,106902
Middle East & North Africa,2003,12604.37234,
Middle East & North Africa (IDA & IBRD),2003,8264.785376,
Middle East & North Africa (excluding high income),2003,8215.597218,
Middle income,2003,5836.171506,
Moldova,2003,6232.667048,4173276
Monaco,2003,,33144
Mongolia,2003,5074.412323,2468765
Montenegro,2003,12955.57958,614081
Montserrat,2003,,4533
Morocco,2003,4944.388387,29782884
Mozambique,2003,756.5942823,19331097
Myanmar,2003,1507.095302,48148907
Namibia,2003,7182.307342,1879113
Nauru,2003,,9990
Nepal,2003,2163.018278,25080880
Netherlands,2003,47806.88443,16200948
Netherlands Antilles,2003,,289739
New Caledonia,2003,,229251
New Zealand,2003,35616.11471,4022074
Nicaragua,2003,4043.289037,5292115
Niger,2003,961.5236746,12647983
Nigeria,2003,3619.140208,131900633
Niue,2003,,1748
North America,2003,50331.3739,502448468
North Korea,2003,,23542434
North Macedonia,2003,10147.11127,2053426
Northern Mariana Islands,2003,,57954
Norway,2003,58728.17524,4570096
OECD members,2003,36556.04499,
Oceania,2003,,32691407
Oman,2003,32348.33497,2386164
Other small states,2003,14939.66277,
Pacific island small states,2003,6083.800282,
Pakistan,2003,3388.17669,153093371
Palau,2003,13972.78615,19812
Palestine,2003,3774.132393,3441868
Panama,2003,14677.99624,3209056
Papua New Guinea,2003,2748.701105,6223378
Paraguay,2003,8337.472158,5632983
Peru,2003,6861.830619,27372217
Philippines,2003,4697.48565,83051970
Poland,2003,17409.63901,38441821
Portugal,2003,30422.60203,10429615
Post-demographic dividend,2003,40046.87613,
Pre-demographic dividend,2003,2446.838418,
Puerto Rico,2003,32206.46489,3653660
Qatar,2003,86886.94858,681791
Reunion,2003,,771377
Romania,2003,14338.35628,21720403
Russia,2003,17434.80814,144610876
Rwanda,2003,1009.526029,8557160
Saint Barthlemy,2003,,8137
Saint Helena,2003,,5644
Saint Kitts and Nevis,2003,21194.45942,45749
Saint Lucia,2003,12800.65278,160530
Saint Martin (French part),2003,,32055
Saint Pierre and Miquelon,2003,,6150
Saint Vincent and the Grenadines,2003,10019.65076,108322
Samoa,2003,5513.06118,177481
San Marino,2003,78396.54332,28561
Sao Tome and Principe,2003,2718.922657,150405
Saudi Arabia,2003,41229.81259,22456645
Senegal,2003,2658.561798,10541470
Serbia,2003,10614.32825,9292232
Seychelles,2003,17271.91556,85807
Sierra Leone,2003,1213.020006,5201074
Singapore,2003,59022.10295,4129227
Sint Maarten (Dutch part),2003,,33195
Slovakia,2003,17879.62275,5399844
Slovenia,2003,28809.90583,1987855
Small states,2003,14162.97219,
Solomon Islands,2003,1982.681387,447016
Somalia,2003,,9815412
South Africa,2003,10646.83151,46719203
South America,2003,,362809670
South Asia,2003,2867.970761,
South Asia (IDA & IBRD),2003,2867.970761,
South Korea,2003,26260.36841,48260901
South Sudan,2003,,6935665
Spain,2003,36750.44185,42596455
Sri Lanka,2003,6302.215947,19224036
Sub-Saharan Africa,2003,2840.573863,
Sub-Saharan Africa (IDA & IBRD),2003,2840.573863,
Sub-Saharan Africa (excluding high income),2003,2838.917805,
Sudan,2003,2369.23617,29460517
Suriname,2003,14361.9927,487938
Svalbard and Jan Mayen,2003,,2414
Sweden,2003,42678.28414,8951439
Switzerland,2003,59022.35241,7268363
Syria,2003,,17415214
Taiwan,2003,,22419785
Tajikistan,2003,1696.824862,6541550
Tanzania,2003,1574.777606,36337778
Thailand,2003,11260.15811,64549867
Timor,2003,2308.475006,947110
Togo,2003,1754.905804,5330629
Tokelau,2003,,1348
Tonga,2003,5511.123926,99591
Trinidad and Tobago,2003,21518.01047,1283564
Tunisia,2003,7878.397545,9945282
Turkey,2003,15670.41763,66089402
Turkmenistan,2003,4843.567087,4655752
Turks and Caicos Islands,2003,,25008
Tuvalu,2003,3430.465305,9724
Uganda,2003,1388.672609,25980547
Ukraine,2003,9349.134688,47582463
United Arab Emirates,2003,97795.0272,3711931
United Kingdom,2003,40992.07204,59561429
United States,2003,51529.7264,289815567
United States Virgin Islands,2003,,108354
Upper middle income,2003,8054.228379,
Uruguay,2003,12937.42687,3323661
Uzbekistan,2003,3032.666318,25749109
Vanuatu,2003,2724.144437,198960
Vatican,2003,,792
Venezuela,2003,,25551624
Vietnam,2003,3462.880228,82301650
Wallis and Futuna,2003,,15098
Western Sahara,2003,,391177
World,2003,11627.1463,6381477292
Yemen,2003,,18985001
Zambia,2003,2168.333196,11256740
Zimbabwe,2003,2857.152336,11982219
Afghanistan,2002,1189.784668,22600774
Africa,2002,,851298437
Africa Eastern and Southern,2002,2707.908666,
Africa Western and Central,2002,2929.127354,
Albania,2002,6754.536003,3126183
Algeria,2002,9232.427523,31855110
American Samoa,2002,,59077
Andorra,2002,,70048
Angola,2002,5240.839433,17519418
Anguilla,2002,,11756
Antigua and Barbuda,2002,17143.32603,78298
Arab World,2002,10760.85689,
Argentina,2002,15523.03878,37681743
Armenia,2002,5081.518558,3033976
Aruba,2002,37256.65972,94992
Asia,2002,,3835903280
Australia,2002,39616.3361,19401366
Austria,2002,47351.3347,8134403
Azerbaijan,2002,4813.504185,8277065
Bahamas,2002,41372.2371,307657
Bahrain,2002,47311.74551,735140
Bangladesh,2002,2037.23631,132478076
Barbados,2002,14778.87225,273423
Belarus,2002,8961.64112,9745932
Belgium,2002,43889.74859,10364879
Belize,2002,6819.48232,262387
Benin,2002,2570.787304,7295400
Bermuda,2002,86364.15374,65652
Bhutan,2002,4686.010847,616025
Bolivia,2002,5434.083847,8742822
Bonaire Sint Eustatius and Saba,2002,,13882
Bosnia and Herzegovina,2002,7804.168718,3759389
Botswana,2002,11727.1837,1704637
Brazil,2002,11800.84097,179537523
British Virgin Islands,2002,,21128
Brunei,2002,70771.59882,346777
Bulgaria,2002,11697.95364,7866242
Burkina Faso,2002,1362.280175,12293097
Burundi,2002,839.7779004,6704118
Cambodia,2002,1642.608037,12637719
Cameroon,2002,2837.960712,16357605
Canada,2002,38169.10636,31178260
Cape Verde,2002,4228.513083,442955
Caribbean Small States,2002,13342.29015,
Cayman Islands,2002,,45347
Central African Republic,2002,1077.954127,3802129
Central Europe and the Baltics,2002,17519.44206,
Chad,2002,1007.06275,9019226
Channel Islands,2002,,149591
Chile,2002,16293.18583,15684413
China,2002,4024.355697,1307352256
Colombia,2002,9137.464303,40875363
Comoros,2002,2825.800985,569480
Congo,2002,4515.569101,3310376
Cook Islands,2002,,18274
Costa Rica,2002,13054.71918,4100921
Cote d'Ivoire,2002,3848.776086,17231539
Croatia,2002,20548.41066,4395802
Cuba,2002,,11199664
Curacao,2002,30646.14873,129082
Cyprus,2002,34813.67667,976968
Czechia,2002,26289.62614,10252264
Democratic Republic of Congo,2002,715.4543989,49871670
Denmark,2002,49204.89901,5372798
Djibouti,2002,,746947
Dominica,2002,9308.363873,69840
Dominican Republic,2002,9690.598875,8724974
Early-demographic dividend,2002,5446.865843,
East Asia & Pacific,2002,7773.443042,
East Asia & Pacific (IDA & IBRD),2002,4548.980475,
East Asia & Pacific (excluding high income),2002,4499.95877,
Ecuador,2002,8541.672307,13143465
Egypt,2002,7905.41252,71485044
El Salvador,2002,6626.992996,5962139
Equatorial Guinea,2002,20084.34301,658388
Eritrea,2002,,2481059
Estonia,2002,20381.07158,1382737
Eswatini,2002,5806.266934,1019054
Ethiopia,2002,755.4346892,70142090
Euro area,2002,40489.24898,
Europe,2002,,727291447
Europe & Central Asia,2002,26473.81401,
Europe & Central Asia (IDA & IBRD),2002,12736.90051,
Europe & Central Asia (excluding high income),2002,12252.72833,
European Union,2002,35673.06287,
Faeroe Islands,2002,,47235
Falkland Islands,2002,,2944
Fiji,2002,10027.45488,815257
Finland,2002,41439.01923,5213368
France,2002,40388.62565,59803434
French Guiana,2002,,178548
French Polynesia,2002,,248976
Gabon,2002,16093.40514,1288310
Gambia,2002,2180.852504,1404263
Georgia,2002,5572.622006,4258573
Germany,2002,43353.33889,81535124
Ghana,2002,2830.154209,20246376
Gibraltar,2002,,32097
Greece,2002,31305.69367,11182308
Greenland,2002,,56518
Grenada,2002,11678.74401,103636
Guadeloupe,2002,,416132
Guam,2002,,157173
Guatemala,2002,6589.737074,12208854
Guinea,2002,1783.849996,8586077
Guinea-Bissau,2002,1669.270256,1254454
Guyana,2002,8064.488517,744789
Haiti,2002,2610.753854,8754148
Heavily indebted poor countries (HIPC),2002,1695.463904,
High income,2002,40247.75817,
Honduras,2002,4154.925357,6929267
Hong Kong,2002,36690.39896,6701771
Hungary,2002,21263.80884,10167286
IBRD only,2002,6341.58125,
IDA & IBRD total,2002,5464.481281,
IDA blend,2002,3288.886257,
IDA only,2002,1862.831121,
IDA total,2002,2350.171367,
Iceland,2002,42484.51611,285329
India,2002,2711.511846,1093317187
Indonesia,2002,5996.189946,217357790
Iran,2002,10623.62769,67284801
Iraq,2002,8244.986668,24931922
Ireland,2002,52483.48238,3907995
Isle of Man,2002,,78318
Israel,2002,30117.88148,6169311
Italy,2002,43915.38534,57182521
Jamaica,2002,9522.531756,2692843
Japan,2002,35629.59859,127893075
Jordan,2002,9377.645373,5317514
Kazakhstan,2002,12827.23108,14976184
Kenya,2002,2833.968517,33751746
Kiribati,2002,2158.802574,87308
Kosovo,2002,5937.243587,
Kuwait,2002,54322.97453,2136991
Kyrgyzstan,2002,3182.232895,4991478
Laos,2002,3106.008562,5493247
Late-demographic dividend,2002,7102.482883,
Latin America & Caribbean,2002,12450.70579,
Latin America & Caribbean (IDA & IBRD),2002,12352.14021,
Latin America & Caribbean (excluding high income),2002,11786.38543,
Latvia,2002,15009.05998,2332528
Least developed countries: UN classification,2002,1675.698871,
Lebanon,2002,14171.82956,4182205
Lesotho,2002,1760.601425,2029832
Liberia,2002,1708.693591,3024727
Libya,2002,15783.09818,5531097
Liechtenstein,2002,,33885
Lithuania,2002,16004.4389,3444777
Low & middle income,2002,5243.604258,
Lower middle income,2002,3732.605342,
Luxembourg,2002,99825.46358,443727
Macao,2002,54498.79739,448813
Madagascar,2002,1409.395419,16765122
Malawi,2002,1018.711201,11713663
Malaysia,2002,16155.60162,24208391
Maldives,2002,13072.483,294185
Mali,2002,1824.60115,11616890
Malta,2002,27442.95108,398720
Marshall Islands,2002,3583.208611,52368
Martinique,2002,,392500
Mauritania,2002,4152.63783,2778097
Mauritius,2002,12303.10685,1201805
Mayotte,2002,,161204
Mexico,2002,17193.56108,101684764
Micronesia (country),2002,3540.18659,107027
Middle East & North Africa,2002,12204.42646,
Middle East & North Africa (IDA & IBRD),2002,8209.142385,
Middle East & North Africa (excluding high income),2002,8156.63,
Middle income,2002,5578.088561,
Moldova,2002,5830.339126,4178228
Monaco,2002,,32804
Mongolia,2002,4791.737889,2443261
Montenegro,2002,12692.28897,613371
Montserrat,2002,,4431
Morocco,2002,4721.948695,29454765
Mozambique,2002,729.2899769,18764147
Myanmar,2002,1336.222998,47702163
Namibia,2002,6992.865316,1851519
Nauru,2002,,10102
Nepal,2002,2110.823497,24725625
Netherlands,2002,47958.33197,16110355
Netherlands Antilles,2002,,286625
New Caledonia,2002,,225482
New Zealand,2002,34745.16533,3963202
Nicaragua,2002,3998.877512,5219324
Niger,2002,976.4544502,12189988
Nigeria,2002,3458.070666,128596079
Niue,2002,,1795
North America,2002,49320.98939,497173033
North Korea,2002,,23339453
North Macedonia,2002,9948.266898,2048929
Northern Mariana Islands,2002,,58412
Norway,2002,58540.86364,4546017
OECD members,2002,36054.16629,
Oceania,2002,,32254898
Oman,2002,33965.5277,2334860
Other small states,2002,14514.45464,
Pacific island small states,2002,6045.080266,
Pakistan,2002,3279.030977,149549695
Palau,2002,14569.16529,19642
Palestine,2002,3395.855028,3380161
Panama,2002,14353.37032,3149195
Papua New Guinea,2002,2745.514416,6098621
Paraguay,2002,8138.104853,5531958
Peru,2002,6653.395098,27100964
Philippines,2002,4562.761382,81365260
Poland,2002,16809.8182,38488640
Portugal,2002,30823.84904,10385993
Post-demographic dividend,2002,39403.66816,
Pre-demographic dividend,2002,2526.968426,
Puerto Rico,2002,32209.42298,3664321
Qatar,2002,89119.38417,640872
Reunion,2002,,760250
Romania,2002,13909.66542,21853278
Russia,2002,16175.0972,145215707
Rwanda,2002,1003.021143,8427061
Saint Barthlemy,2002,,7902
Saint Helena,2002,,5799
Saint Kitts and Nevis,2002,22346.04377,45168
Saint Lucia,2002,12364.73673,159392
Saint Martin (French part),2002,,30913
Saint Pierre and Miquelon,2002,,6207
Saint Vincent and the Grenadines,2002,9323.739689,108095
Samoa,2002,5306.899332,176410
San Marino,2002,76507.47394,28175
Sao Tome and Principe,2002,2602.347064,147450
Saudi Arabia,2002,38170.22343,21805322
Senegal,2002,2580.8321,10283694
Serbia,2002,10146.56493,9346464
Seychelles,2002,18145.85197,84077
Sierra Leone,2002,1162.256817,4965770
Singapore,2002,55634.71939,4104407
Sint Maarten (Dutch part),2002,,32990
Slovakia,2002,16936.50563,5400124
Slovenia,2002,27998.45536,1987265
Small states,2002,13699.83873,
Solomon Islands,2002,1910.717968,435434
Somalia,2002,,9501335
South Africa,2002,10469.18908,46150913
South America,2002,,358133213
South Asia,2002,2720.688002,
South Asia (IDA & IBRD),2002,2720.688002,
South Korea,2002,25591.39905,47999551
South Sudan,2002,,6688225
Spain,2002,36337.5552,41919593
Sri Lanka,2002,5999.25704,19062476
Sub-Saharan Africa,2002,2799.548819,
Sub-Saharan Africa (IDA & IBRD),2002,2799.548819,
Sub-Saharan Africa (excluding high income),2002,2797.717311,
Sudan,2002,2261.473489,28704786
Suriname,2002,13670.79148,482228
Svalbard and Jan Mayen,2002,,2416
Sweden,2002,41870.25916,8920703
Switzerland,2002,59489.74806,7220378
Syria,2002,,17084628
Taiwan,2002,,22262297
Tajikistan,2002,1555.95059,6426861
Tanzania,2002,1518.094426,35334790
Thailand,2002,10583.76186,64069093
Timor,2002,2422.411912,922699
Togo,2002,1686.668345,5197040
Tokelau,2002,,1438
Tonga,2002,5417.693137,99023
Trinidad and Tobago,2002,18896.25443,1277210
Tunisia,2002,7580.986503,9871261
Turkey,2002,15031.22298,65145357
Turkmenistan,2002,4736.780784,4610018
Turks and Caicos Islands,2002,,23230
Tuvalu,2002,3597.225859,9593
Uganda,2002,1346.392428,25167261
Ukraine,2002,8467.795992,47980033
United Arab Emirates,2002,95909.14536,3478769
United Kingdom,2002,39859.31381,59326294
United States,2002,50528.78858,287279312
United States Virgin Islands,2002,,108556
Upper middle income,2002,7678.278496,
Uruguay,2002,12824.87321,3326046
Uzbekistan,2002,2943.572386,25431116
Vanuatu,2002,2679.920368,193927
Vatican,2002,,792
Venezuela,2002,,25100407
Vietnam,2002,3269.875375,81534406
Wallis and Futuna,2002,,14991
Western Sahara,2002,,363225
World,2002,11350.05899,6302062210
Yemen,2002,,18443684
Zambia,2002,2080.19569,10971704
Zimbabwe,2002,3450.189031,11954293
Afghanistan,2001,,21606992
Africa,2001,,830902539
Africa Eastern and Southern,2001,2678.706201,
Africa Western and Central,2001,2748.431902,
Albania,2001,6441.853452,3129701
Algeria,2001,8855.020186,31451513
American Samoa,2001,,58496
Andorra,2001,,67344
Angola,2001,4766.836736,16945753
Anguilla,2001,,11520
Antigua and Barbuda,2001,17207.65121,77212
Arab World,2001,10941.58689,
Argentina,2001,17610.75539,37275644
Armenia,2001,4464.385831,3050686
Aruba,2001,39388.35263,92892
Asia,2001,,3788325086
Australia,2001,38559.90419,19194676
Austria,2001,46811.74677,8097755
Azerbaijan,2001,4431.289873,8197295
Bahamas,2001,40953.48395,302618
Bahrain,2001,48245.77548,697550
Bangladesh,2001,1998.06632,130088709
Barbados,2001,14713.40354,272494
Belarus,2001,8477.084011,9811399
Belgium,2001,43347.0502,10319026
Belize,2001,6698.177474,255068
Benin,2001,2532.634052,7076728
Bermuda,2001,88231.78386,65330
Bhutan,2001,4308.525604,603643
Bolivia,2001,5402.759484,8580244
Bonaire Sint Eustatius and Saba,2001,,14131
Bosnia and Herzegovina,2001,7419.013414,3755514
Botswana,2001,11253.94305,1674674
Brazil,2001,11602.4996,177196051
British Virgin Islands,2001,,20675
Brunei,2001,69483.90486,340037
Bulgaria,2001,10803.61929,7930700
Burkina Faso,2001,1343.543543,11944589
Burundi,2001,826.0289412,6525546
Cambodia,2001,1570.073871,12405411
Cameroon,2001,2795.872001,15928910
Canada,2001,37309.6498,30880072
Cape Verde,2001,4084.44402,435701
Caribbean Small States,2001,12964.81736,
Cayman Islands,2001,,43934
Central African Republic,2001,1062.722306,3722016
Central Europe and the Baltics,2001,16789.26037,
Chad,2001,964.7374808,8678049
Channel Islands,2001,,149097
Chile,2001,15973.61997,15516112
China,2001,3712.338132,1299129747
Colombia,2001,9051.414235,40255956
Comoros,2001,2829.083472,555895
Congo,2001,4441.777721,3217930
Cook Islands,2001,,18017
Costa Rica,2001,12832.57368,4034074
Cote d'Ivoire,2001,4001.956311,16853027
Croatia,2001,19455.78157,4408073
Cuba,2001,,11164676
Curacao,2001,30562.31835,130405
Cyprus,2001,33950.95983,960274
Czechia,2001,25833.41467,10271019
Democratic Republic of Congo,2001,715.6779282,48428534
Denmark,2001,49133.2231,5358059
Djibouti,2001,,733019
Dominica,2001,9602.501686,69671
Dominican Republic,2001,9410.032484,8598599
Early-demographic dividend,2001,5415.140251,
East Asia & Pacific,2001,7467.982354,
East Asia & Pacific (IDA & IBRD),2001,4265.685815,
East Asia & Pacific (excluding high income),2001,4219.717066,
Ecuador,2001,8350.885328,12914660
Egypt,2001,7867.50744,70152662
El Salvador,2001,6562.536213,5927001
Equatorial Guinea,2001,17523.54516,631662
Eritrea,2001,,2374721
Estonia,2001,18962.47685,1391739
Eswatini,2001,5592.506037,1013608
Ethiopia,2001,765.8093799,68159422
Euro area,2001,40285.925,
Europe,2001,,726734626
Europe & Central Asia,2001,25975.72138,
Europe & Central Asia (IDA & IBRD),2001,12118.47881,
Europe & Central Asia (excluding high income),2001,11612.8452,
European Union,2001,35309.06496,
Faeroe Islands,2001,,46999
Falkland Islands,2001,,2927
Fiji,2001,9732.451284,813923
Finland,2001,40842.34177,5200475
France,2001,40226.62707,59384126
French Guiana,2001,,170443
French Polynesia,2001,,244929
Gabon,2001,16522.19736,1258008
Gambia,2001,2327.354359,1360070
Georgia,2001,5236.222806,4296981
Germany,2001,43512.43267,81453894
Ghana,2001,2775.374989,19756929
Gibraltar,2001,,31604
Greece,2001,30234.59596,11134447
Greenland,2001,,56336
Grenada,2001,11333.73614,103242
Guadeloupe,2001,,420248
Guam,2001,,156395
Guatemala,2001,6493.60647,11924941
Guinea,2001,1730.302117,8417082
Guinea-Bissau,2001,1723.453049,1227105
Guyana,2001,7969.708746,745206
Haiti,2001,2630.510953,8608810
Heavily indebted poor countries (HIPC),2001,1689.311258,
High income,2001,39878.19588,
Honduras,2001,4109.769697,6751912
Hong Kong,2001,36252.66089,6664775
Hungary,2001,20243.54225,10193451
IBRD only,2001,6138.949269,
IDA & IBRD total,2001,5302.177352,
IDA blend,2001,3167.826946,
IDA only,2001,1839.806894,
IDA total,2001,2292.081682,
Iceland,2001,42626.92307,282910
India,2001,2656.655208,1075000094
Indonesia,2001,5816.425412,214427419
Iran,2001,10026.58229,66449111
Iraq,2001,9249.828765,24208178
Ireland,2001,50401.8203,3842253
Isle of Man,2001,,77707
Israel,2001,30715.58046,6060679
Italy,2001,43869.42794,56875148
Jamaica,2001,9399.37062,2674706
Japan,2001,35670.45493,127713824
Jordan,2001,9035.144645,5217328
Kazakhstan,2001,11682.84179,14910207
Kenya,2001,2896.051629,32848569
Kiribati,2001,2115.495599,85844
Kosovo,2001,5983.217361,
Kuwait,2001,53578.81991,2103273
Kyrgyzstan,2001,3212.133547,4962839
Laos,2001,2977.796986,5409584
Late-demographic dividend,2001,6760.18082,
Latin America & Caribbean,2001,12550.34294,
Latin America & Caribbean (IDA & IBRD),2001,12456.14911,
Latin America & Caribbean (excluding high income),2001,11891.4053,
Latvia,2001,13854.40956,2358689
Least developed countries: UN classification,2001,1637.223739,
Lebanon,2001,14359.25335,3990999
Lesotho,2001,1742.878061,2035738
Liberia,2001,1686.19529,2953928
Libya,2001,16193.08719,5443249
Liechtenstein,2001,,33543
Lithuania,2001,14872.37909,3473623
Low & middle income,2001,5084.271657,
Lower middle income,2001,3629.985747,
Luxembourg,2001,97165.58374,440197
Macao,2001,51283.51623,437928
Madagascar,2001,1658.935602,16260933
Malawi,2001,1026.362084,11432001
Malaysia,2001,15652.01445,23709115
Maldives,2001,12521.94706,286309
Mali,2001,1823.840688,11271603
Malta,2001,26956.79201,396324
Marshall Islands,2001,3518.274389,51411
Martinique,2001,,389984
Mauritania,2001,4210.778356,2702405
Mauritius,2001,12191.92742,1193911
Mayotte,2001,,155756
